shipment_id,shipper_id,shipper_name,shipper_address,shipper_city,shipper_state,shipper_zip,shipper_latitude,shipper_longitude,waste_description,waste_epa_codes,weight,manifest_file
728,NYD049253719,ASHLAND CHEMICAL CO.,3 BROAD STREET,BINGHAMTON,NY,13902,42.178364,-75.877671,CHROME ETCH,D002,226.8,group0/waste-manifests-page728.pdf
729,NYD049253719,ASHLAND CHEMICAL CO.,3 BROAD STREET,BINGHAMTON,NY,13902,42.178364,-75.877671,SPENT TIN SOLUTION SLUDGE,D002,144.6984,group0/waste-manifests-page729.pdf
730,NYD049253719,ASHLAND CHEMICAL CO.,3 BROAD STREET,BINGHAMTON,NY,13902,42.178364,-75.877671,PAINT STRIPPER,D002,1,group0/waste-manifests-page730.pdf
731,NYD049253719,ASHLAND CHEMICAL CO.,3 BROAD STREET,BINGHAMTON,NY,13902,42.178364,-75.877671,CAUSTIC SODA SOLUTION,D002,1,group0/waste-manifests-page731.pdf
732,NYD049253719,ASHLAND CHEMICAL CO.,3 BROAD STREET,BINGHAMTON,NY,13902,42.178364,-75.877671,ACTIVATOR,D002,1,group0/waste-manifests-page732.pdf
733,NYD049253719,ASHLAND CHEMICAL CO.,3 BROAD STREET,BINGHAMTON,NY,13902,42.178364,-75.877671,OFF SPEC CORROSIVE MATERIALS,D002,507.5784,group0/waste-manifests-page733.pdf
734,NYD049253719,ASHLAND CHEMICAL CO.,3 BROAD STREET,BINGHAMTON,NY,13902,42.178364,-75.877671,NALCO - OBSOLETE STABREX,D002,1,group0/waste-manifests-page734.pdf
735,NYD049253719,ASHLAND CHEMICAL CO.,3 BROAD STREET,BINGHAMTON,NY,13902,42.178364,-75.877671,SUMMA CLEAN,D002,1,group0/waste-manifests-page735.pdf
736,WID003967148,ONYX ENVIRONMENTAL SERVICES,W124 N9451 BOUNDARY ROAD,MENOMONEE FALLS,WI,53051,43.159699,-88.064289,"CYANIDE, CHROMIUM, MERCURY, TOXIC COMPOUNDS",D001,1,group0/waste-manifests-page736.pdf
737,WID003967148,ONYX ENVIRONMENTAL SERVICES,W124 N9451 BOUNDARY ROAD,MENOMONEE FALLS,WI,53051,43.159699,-88.064289,ANION EXCHANGE RESIN,D001,1872.0072,group0/waste-manifests-page737.pdf
738,NHD500003587,WAKEFIELD ENGINEERING,33 BRIDGE STREET,PELHAM,NH,3076,42.703022,-71.314733,SODIUM HYDROXIDE,D002,65012.6736,group0/waste-manifests-page738.pdf
739,MAN000104180,BAY STATE PLATING AND POLISHING INC,300 CANAL STREET,LAWRENCE,MA,0,42.70615,-71.159591,NITRIC ACID,D002,1,group0/waste-manifests-page739.pdf
740,MAN000104180,BAY STATE PLATING AND POLISHING INC,300 CANAL STREET,LAWRENCE,MA,0,42.70615,-71.159591,NITRIC ACID AND HYDROCHLORIC ACID,D002,1,group0/waste-manifests-page740.pdf
741,NYD092472356,TOMPKINS METAL FINISHING,6 APOLLO DRIVE,BATAVIA,NY,14020,42.994943,-78.206111,PASSIVATION/RACK STRIPPER,D002,7327.0008,group0/waste-manifests-page741.pdf
742,NYD092472356,TOMPKINS METAL FINISHING,6 APOLLO DRIVE,BATAVIA,NY,14020,42.994943,-78.206111,PART STRIPPER,D002,1668.7944,group0/waste-manifests-page742.pdf
743,NYD002227528,OWL WIRE AND CABLE INC,"3127 SENECA TURNPIKE, ROUTE 5",CANASTOTA,NY,13032,43.067547,-75.768872,ELECTROPLATING TANK BOTTOM SLUDGE,D002,1305.4608,group0/waste-manifests-page743.pdf
744,NYD002227528,OWL WIRE AND CABLE INC,"3127 SENECA TURNPIKE, ROUTE 5",CANASTOTA,NY,13032,43.067547,-75.768872,ELECTROPLATING SOLID FILTER SLUDGE,D002,1360.8,group0/waste-manifests-page744.pdf
745,NYD002227528,OWL WIRE AND CABLE INC,"3127 SENECA TURNPIKE, ROUTE 5",CANASTOTA,NY,13032,43.067547,-75.768872,ELECTROPLATING SOLID FILTER SLUDGE,D002,452.2392,group0/waste-manifests-page745.pdf
746,NYD002227528,OWL WIRE AND CABLE INC,"3127 SENECA TURNPIKE, ROUTE 5",CANASTOTA,NY,13032,43.067547,-75.768872,ELECTROPLATING TANK BOTTOM SLUDGE,D002,680.4,group0/waste-manifests-page746.pdf
747,NYD002227528,OWL WIRE AND CABLE INC,"3127 SENECA TURNPIKE, ROUTE 5",CANASTOTA,NY,13032,43.067547,-75.768872,ELECTROPLATING TANK BOTTOM SLUDGE,D002,2505.2328,group0/waste-manifests-page747.pdf
748,NYD000094037,OWL WIRE AND CABLE INC,147 EAST CENTER STREET,CANASTOTA,NY,13032,43.078031,-75.749407,ELECTROPLATING SOLID FILTER SLUDGE,D002,453.6,group0/waste-manifests-page748.pdf
749,NYD049836679,CWM CHEMICAL SERVICES,1550 BALMER ROAD,MODEL CITY,NY,14107,43.17165,-78.974659,WASTE CORROSIVE LIQUIDS,D002,36.288,group0/waste-manifests-page749.pdf
750,NYD049836679,CWM CHEMICAL SERVICES,1550 BALMER ROAD,MODEL CITY,NY,14107,43.17165,-78.974659,"WASTE CORROSIVE LIQUIDS, TOXIC",D002,27.216,group0/waste-manifests-page750.pdf
751,NYD049836679,CWM CHEMICAL SERVICES,1550 BALMER ROAD,MODEL CITY,NY,14107,43.17165,-78.974659,WASTE HYDROFLORIC ACID,D002,217.728,group0/waste-manifests-page751.pdf
752,NYD049836679,CWM CHEMICAL SERVICES,1550 BALMER ROAD,MODEL CITY,NY,14107,43.17165,-78.974659,WASTE CORROSIVE LIQUIDS,D002,14.0616,group0/waste-manifests-page752.pdf
753,MEN00103680,COBB'S CUSTOM CHROMING,37-41 PERKINS STREET,BANGOR,ME,0,44.80014,-68.794834,"POTASSIUM CYANIDE, CHROME",D001,1360.8,group0/waste-manifests-page753.pdf
754,MEN00103680,COBB'S CUSTOM CHROMING,37-41 PERKINS STREET,BANGOR,ME,0,44.80014,-68.794834,COPPER CYANIDE/SODIUM CYANIDE,D001,44.4528,group0/waste-manifests-page754.pdf
755,MEN00103680,COBB'S CUSTOM CHROMING,37-41 PERKINS STREET,BANGOR,ME,0,44.80014,-68.794834,COPPER CYANIDE SOLUTION,D001,3.6288,group0/waste-manifests-page755.pdf
756,MEN00103680,COBB'S CUSTOM CHROMING,37-41 PERKINS STREET,BANGOR,ME,0,44.80014,-68.794834,POTASSIUM HYDROXIDE,D001,317.52,group0/waste-manifests-page756.pdf
757,PAD085690592,REPUBLIC ENVIRONMENTAL SYSTEMS,2869 SANDSTONE DRIVE,HATFIELD,PA,19440,40.291275,-75.284436,"WASTE CORROSIVE LIQUID, TOXIC",D002; D003,1,group0/waste-manifests-page757.pdf
758,WVD981107600,"AMERICAN ENVIRONMENTAL SERVICES, INC.",1750 MORGANTOWN INDUSTRIAL PARK,MORGANTOWN,WV,26501,39.628759,-79.987507,"CORROSIVE LIQUIDS, ACIDIC, INORGANIC",D002; D003; D004; D005; D006; D007; D008; D009; D010; D011,26969.6952,group0/waste-manifests-page758.pdf
759,WVD981107600,"AMERICAN ENVIRONMENTAL SERVICES, INC.",1750 MORGANTOWN INDUSTRIAL PARK,MORGANTOWN,WV,26501,39.628759,-79.987507,"CORROSIVE LIQUIDS, ACIDIC, INORGANIC",D002; D003; D004; D005; D006; D007; D008; D009; D010; D011,12422.2896,group0/waste-manifests-page759.pdf
760,WVD981107600,"AMERICAN ENVIRONMENTAL SERVICES, INC.",1750 MORGANTOWN INDUSTRIAL PARK,MORGANTOWN,WV,26501,39.628759,-79.987507,"CORROSIVE LIQUIDS, ACIDIC, INORGANIC",D002; D003; D004; D005; D006; D007; D008; D009; D010; D011; F007; U134,92258.6112,group0/waste-manifests-page760.pdf
761,MID980991566,"US LIQUIDS OF DETROIT, INC.",1923 FREDERICK STREET,DETROIT,MI,48211,42.365972,-83.047607,CYANIDE PLATING WASTE/TREATMENT RESIDUALS,D002; D003; D004; D006; D007; D008; D010; D011; F006; F007; F008; F009; F011; F019; P029; P030; P098; P106; P121,1,group0/waste-manifests-page761.pdf
762,WVD981107600,"AMERICAN ENVIRONMENTAL SERVICES, INC.",1750 MORGANTOWN INDUSTRIAL PARK,MORGANTOWN,WV,26501,39.628759,-79.987507,"TOXIC LIQUID, CORROSIVE, INORGANICS",D002; D003; D004; D007; D011; F005,12.7008,group0/waste-manifests-page762.pdf
763,OHD083377010,ENVIRONMENTAL ENTERPRISES INC,4650 SPRING GROVE AVENUE,CINCINNATI,OH,45232,39.16472,-84.517884,CYANIDE SOLUTIONS,D002; D003; D004; D008; D010; D011; F007; F008; P030,1300.4712,group0/waste-manifests-page763.pdf
764,WVD981107600,"AMERICAN ENVIRONMENTAL SERVICES, INC.",1750 MORGANTOWN INDUSTRIAL PARK,MORGANTOWN,WV,26501,39.628759,-79.987507,TOXIC INORGANIC LIQUIDS,D002; D003; D004; D008; D011; F005; K088; P030; P075; P098; P106,610.5456,group0/waste-manifests-page764.pdf
765,WVD981107600,"AMERICAN ENVIRONMENTAL SERVICES, INC.",1750 MORGANTOWN INDUSTRIAL PARK,MORGANTOWN,WV,26501,39.628759,-79.987507,"CORROSIVE SOLIDS, ACIDIC, INORGANIC",D002; D003; D005; D007,691.2864,group0/waste-manifests-page765.pdf
766,WVD981107600,"AMERICAN ENVIRONMENTAL SERVICES, INC.",1750 MORGANTOWN INDUSTRIAL PARK,MORGANTOWN,WV,26501,39.628759,-79.987507,"CORROSIVE SOLIDS, ACIDIC, INORGANIC",D002; D003; D005; D007; D008,226.8,group0/waste-manifests-page766.pdf
767,MAD047075734,"GEOCHEM, INC. D/B/A JET-LINE OF LOWELL",263 HOWARD STREET,LOWELL,MA,1852,42.632857,-71.313814,CYANIDE LIQUID,D002; D003; D006; D007; D008; D009; D010; D011; F007; F008; F009; P106,65505.2832,group0/waste-manifests-page767.pdf
768,WVD981107600,"AMERICAN ENVIRONMENTAL SERVICES, INC.",1750 MORGANTOWN INDUSTRIAL PARK,MORGANTOWN,WV,26501,39.628759,-79.987507,ORGANIC TOXIC LIQUIDS,D002; D003; D006; D007; D008; D009; D011; F007,136.08,group0/waste-manifests-page768.pdf
769,WVD981107600,"AMERICAN ENVIRONMENTAL SERVICES, INC.",1750 MORGANTOWN INDUSTRIAL PARK,MORGANTOWN,WV,26501,39.628759,-79.987507,"CYANIDE SOLUTIONS, INORGANIC",D002; D003; D006; D007; D009; D011; F006; F007; F008; F009; P030; P098; P106,17467.6824,group0/waste-manifests-page769.pdf
770,NJD986645984,BAYWAY REFINING COMPANY,1400 PARK AVENUE,LINDEN,NJ,7036,40.64064,-74.219123,MIXED BATTERIES,D002; D003; D006; D011,907.185,group0/waste-manifests-page770.pdf
771,PAD085690592,REPUBLIC ENVIRONMENTAL SYSTEMS,2869 SANDSTONE DRIVE,HATFIELD,PA,19440,40.291275,-75.284436,"WASTE TOXIC LIQUID, CORROSIVE, INORGANIC",D002; D003; D006; F006,1,group0/waste-manifests-page771.pdf
772,PAD085690592,REPUBLIC ENVIRONMENTAL SYSTEMS,2869 SANDSTONE DRIVE,HATFIELD,PA,19440,40.291275,-75.284436,"WASTE TOXIC LIQUID, CORROSIVE, INORGANIC",D002; D003; D006; F007,1,group0/waste-manifests-page772.pdf
773,PAD085690592,REPUBLIC ENVIRONMENTAL SYSTEMS,2869 SANDSTONE DRIVE,HATFIELD,PA,19440,40.291275,-75.284436,"WASTE TOXIC LIQUID, CORROSIVE, INORGANIC",D002; D003; D006; F007,1,group0/waste-manifests-page773.pdf
774,PAD085690592,REPUBLIC ENVIRONMENTAL SYSTEMS,2869 SANDSTONE DRIVE,HATFIELD,PA,19440,40.291275,-75.284436,"WASTE TOXIC LIQUID, CORROSIVE, INORGANIC",D002; D003; D006; F007,1,group0/waste-manifests-page774.pdf
775,PAD067098822,CYCLE CHEM OF LEWISBERRY INC,550 INDUSTRIAL DRIVE,LEWISBERRY,PA,17339,40.167765,-76.8389,CYANIDE LIQUIDS,D002; D003; D006; F007; F008; P029; P030; P098,1,group0/waste-manifests-page775.pdf
776,PAD085690592,REPUBLIC ENVIRONMENTAL SYSTEMS,2869 SANDSTONE DRIVE,HATFIELD,PA,19440,40.291275,-75.284436,WASTE CYANIDE SOLUTION,D002; D003; D006; F009,1,group0/waste-manifests-page776.pdf
777,RID059735761,ADVANCED CHEMICAL COMPANY,105 BELLOWS STREET,WARWICK,RI,2888,41.764237,-71.400375,TOXIC LIQUIDS,D002; D003; D008; D011; F007; F009,460200,group0/waste-manifests-page777.pdf
778,OHD980568992,"ENVIRITE OF OHIO, INC.",2050 CENTRAL AVENUE SOUTH EAST,CANTON,OH,44707,40.775922,-81.369768,WASTE CYANIDE SOLUTION,D002; D003; D008; F007,1,group0/waste-manifests-page778.pdf
779,WID988580056,"BADGER DISPOSAL OF WI., INC.",5611 WEST HEMLOCK STREET,MILWAUKEE,WI,53223,43.16313,-87.987949,CYANIDE SOLIDS,D002; D003; D008; F007; F009; P098; P121,3128.9328,group0/waste-manifests-page779.pdf
780,OHD083377010,ENVIRONMENTAL ENTERPRISES INC,4650 SPRING GROVE AVENUE,CINCINNATI,OH,45232,39.16472,-84.517884,LAB PACKS,D002; D003; D009,72.576,group0/waste-manifests-page780.pdf
781,OHD980568992,"ENVIRITE OF OHIO, INC.",2050 CENTRAL AVENUE SOUTH EAST,CANTON,OH,44707,40.775922,-81.369768,WASTE CYANIDE SOLUTION,D002; D003; D010; F006; F007; F008; F009; F011,1,group0/waste-manifests-page781.pdf
782,PAD085690592,REPUBLIC ENVIRONMENTAL SYSTEMS,2869 SANDSTONE DRIVE,HATFIELD,PA,19440,40.291275,-75.284436,"WASTE TOXIC LIQUID, CORROSIVE, INORGANIC",D002; D003; D011; F007,1,group0/waste-manifests-page782.pdf
783,PAD085690592,REPUBLIC ENVIRONMENTAL SYSTEMS,2869 SANDSTONE DRIVE,HATFIELD,PA,19440,40.291275,-75.284436,"WASTE CORROSIVE LIQUID, TOXIC",D002; D003; D011; F007,1,group0/waste-manifests-page783.pdf
784,OHD066060609,CHEMTRON CORPORATION,35850 SCHNEIDER COURT,AVON,OH,44011,41.47155,-82.016797,CYANIDE SOL,D002; D003; D011; F007; F008,1,group0/waste-manifests-page784.pdf
785,OHD066060609,CHEMTRON CORPORATION,35850 SCHNEIDER COURT,AVON,OH,44011,41.47155,-82.016797,CYANIDE SOL,D002; D003; D011; F007; F008,1,group0/waste-manifests-page785.pdf
786,OHD066060609,CHEMTRON CORPORATION,35850 SCHNEIDER COURT,AVON,OH,44011,41.47155,-82.016797,CYANIDE SOL,D002; D003; D011; F007; F008; F009; P029; P030; P099; P106; P121,1650,group0/waste-manifests-page786.pdf
787,OHD066060609,CHEMTRON CORPORATION,35850 SCHNEIDER COURT,AVON,OH,44011,41.47155,-82.016797,CYANIDE SOL,D002; D003; D011; F007; F008; F009; P029; P030; P099; P106; P121,2925,group0/waste-manifests-page787.pdf
788,CAD980884183,GENERAL ENVIRONMENTAL MANAGEMENT,11855 WHITE ROCK ROAD,RANCHO CORDOVA,CA,95742,38.592474,-121.225637,INORGANIC ACIDS,D002; D003; D022; F002; U122; U134,1812.5856,group0/waste-manifests-page788.pdf
789,OHD980568992,"ENVIRITE OF OHIO, INC.",2050 CENTRAL AVENUE SOUTH EAST,CANTON,OH,44707,40.775922,-81.369768,WASTE CYANIDE SOLUTION,D002; D003; F006; F007; F008; F009; F010,6788.124,group0/waste-manifests-page789.pdf
790,WVD981107600,"AMERICAN ENVIRONMENTAL SERVICES, INC.",1750 MORGANTOWN INDUSTRIAL PARK,MORGANTOWN,WV,26501,39.628759,-79.987507,"CORROSIVE SOLID, ACIDIC, INORGANIC",D002; D004; D005; D006; D007; D008; D009; D010; D011,694.008,group0/waste-manifests-page790.pdf
791,WVD981107600,"AMERICAN ENVIRONMENTAL SERVICES, INC.",1750 MORGANTOWN INDUSTRIAL PARK,MORGANTOWN,WV,26501,39.628759,-79.987507,"CORROSIVE LIQUIDS, ACIDIC, INORGANIC",D002; D004; D005; D006; D007; D008; D009; D010; D011,7484.4,group0/waste-manifests-page791.pdf
792,WVD981107600,"AMERICAN ENVIRONMENTAL SERVICES, INC.",1750 MORGANTOWN INDUSTRIAL PARK,MORGANTOWN,WV,26501,39.628759,-79.987507,"CORROSIVE LIQUIDS, BASIC, INORGANIC",D002; D004; D005; D006; D007; D008; D009; D010; D011,4801.8096,group0/waste-manifests-page792.pdf
793,KYD985073196,"LWD, INC - SHAR CAL FACILITY",1637 SHAR-CAL ROAD,CALVERT CITY,KY,42029,37.049388,-88.405045,"CORROSIVE LIQUIDS, BASIC, INORGANIC",D002; D004; D005; D006; D007; D008; D009; D010; D011,65999.7072,group0/waste-manifests-page793.pdf
794,NJD002200046,"CYCLE CHEMICAL, INC.",217 SOUTH 1ST STREET,ELIZABETH,NJ,7206,40.644691,-74.19403,ACID LIQUIDS,D002; D004; D005; D006; D007; D008; D009; D010; D011,1,group0/waste-manifests-page794.pdf
795,NJD002200046,"CYCLE CHEMICAL, INC.",217 SOUTH 1ST STREET,ELIZABETH,NJ,7206,40.644691,-74.19403,CONTAMINATED SOIL,D002; D004; D005; D006; D007; D008; D009; D010; D011,1,group0/waste-manifests-page795.pdf
796,MID000724831,WAYNE DISPOSAL INC - MICHIGAN DISPOSAL WASTE TREATMENT PLANT,49350 N. I-94 SERVICE DRIVE,BELLEVILLE,MI,48111,42.219925,-83.522697,"WASTE ENVIRONMENTALLY HAZARDOUS SUBSTANCES, SOLID",D002; D004; D005; D006; D007; D008; D009; D010; D011; D018; F002; F003; F005; F006; F019; F035; F037; K061,296330,group0/waste-manifests-page796.pdf
797,NCD980842132,ECOFLO INC,2750 PATTERSON STREET,GREENSBORO,NC,27407,36.05813,-79.837126,"MIXED ACIDS, INORGANIC",D002; D004; D005; D006; D007; D008; D009; D010; D011; U134,3401.0928,group0/waste-manifests-page797.pdf
798,NYD082785429,CHEMICAL POLLUTION CONTROL INC,120 SOUTH FOURTH STREET,BAY SHORE,NY,11706,40.762624,-73.291385,"CORROSIVE LIQUID, ACIDIC, INORGANIC",D002; D004; D005; D006; D007; D008; D009; D010; D011; U134,1716.4224,group0/waste-manifests-page798.pdf
799,NYD082785429,CHEMICAL POLLUTION CONTROL INC,120 SOUTH FOURTH STREET,BAY SHORE,NY,11706,40.762624,-73.291385,"CORROSIVE LIQUID, ACIDIC, INORGANIC",D002; D004; D005; D006; D007; D008; D009; D010; D011; U134,1494.612,group0/waste-manifests-page799.pdf
800,NYD082785429,CHEMICAL POLLUTION CONTROL INC,120 SOUTH FOURTH STREET,BAY SHORE,NY,11706,40.762624,-73.291385,"CORROSIVE LIQUID, BASIC, ORGANIC",D002; D004; D005; D006; D007; D008; D009; D010; D011; U152,242.676,group0/waste-manifests-page800.pdf
801,OHD066060609,CHEMTRON CORPORATION,35850 SCHNEIDER COURT,AVON,OH,44011,41.47155,-82.016797,CORR LIQ ACIDIC,D002; D004; D005; D006; D007; D008; D010; D011,1,group0/waste-manifests-page801.pdf
802,OHD066060609,CHEMTRON CORPORATION,35850 SCHNEIDER COURT,AVON,OH,44011,41.47155,-82.016797,CORR LIQ ACIDIC,D002; D004; D005; D006; D007; D008; D010; D011,1,group0/waste-manifests-page802.pdf
803,OHD066060609,CHEMTRON CORPORATION,35850 SCHNEIDER COURT,AVON,OH,44011,41.47155,-82.016797,CORR LIQ ACIDIC,D002; D004; D005; D006; D007; D008; D010; D011,1,group0/waste-manifests-page803.pdf
804,OHD066060609,CHEMTRON CORPORATION,35850 SCHNEIDER COURT,AVON,OH,44011,41.47155,-82.016797,CORR LIQ ACIDIC,D002; D004; D005; D006; D007; D008; D010; D011,1,group0/waste-manifests-page804.pdf
805,MAD019371079,GENERAL CHEMICAL CORPORATION,138 LELAND STREET,FRAMINGHAM,MA,1702,42.271386,-71.400123,INORGANIC ACIDS,D002; D004; D005; D007; D008,1,group0/waste-manifests-page805.pdf
806,PAD085690592,REPUBLIC ENVIRONMENTAL SYSTEMS,2869 SANDSTONE DRIVE,HATFIELD,PA,19440,40.291275,-75.284436,WASTE CORROSIVE LIQUID,D002; D004; D005; D007; D008; D009; D011; U134,576.5256,group0/waste-manifests-page806.pdf
807,WVD981107600,"AMERICAN ENVIRONMENTAL SERVICES, INC.",1750 MORGANTOWN INDUSTRIAL PARK,MORGANTOWN,WV,26501,39.628759,-79.987507,"CORROSIVE LIQUIDS, TOXIC",D002; D004; D005; D007; D009; D011,946.6632,group0/waste-manifests-page807.pdf
808,NYD049253719,ASHLAND CHEMICAL CO.,3 BROAD STREET,BINGHAMTON,NY,13902,42.178364,-75.877671,TAM ETCHANT,D002; D004; D005; D008,1,group0/waste-manifests-page808.pdf
809,NYD082785429,CHEMICAL POLLUTION CONTROL INC,120 SOUTH FOURTH STREET,BAY SHORE,NY,11706,40.762624,-73.291385,"CORROSIVE LIQUID, BASIC, INORGANIC",D002; D004; D005; D008; D009,1075.032,group0/waste-manifests-page809.pdf
810,MAD001128032,WYMAN GORDON COMPANY,244 WORCESTER STREET,NORTH GRAFTON,MA,1536,42.228475,-71.727044,ACIDS,D002; D004; D006; D007; D008,218052.7776,group0/waste-manifests-page810.pdf
811,NJD002345247,"CIRCUIT FOIL USA, INC",88 ROUTE 130,BORDENTOWN,NJ,8505,40.163238,-74.690876,002062 Copper Sulfate Debris,D002; D004; D006; D007; D008,15131.8458,group0/waste-manifests-page811.pdf
812,NJD002200046,"CYCLE CHEMICAL, INC.",217 SOUTH 1ST STREET,ELIZABETH,NJ,7206,40.644691,-74.19403,"CHROME WASTE <10,000 PPM",D002; D004; D006; D007; D008,1,group0/waste-manifests-page812.pdf
813,WID003967148,ONYX ENVIRONMENTAL SERVICES,W124 N9451 BOUNDARY ROAD,MENOMONEE FALLS,WI,53051,43.159699,-88.064289,MERCURY COMPOUNDS,D002; D004; D006; D007; D008; D009,1,group0/waste-manifests-page813.pdf
814,NCD000648451,CLEAN HARBORS INC,208 WATLINGTON INDUSTRIAL DRIVE,REIDSVILLE,NC,27320,36.322562,-79.649068,MISCELLANEOUS HAZARDOUS MATERIALS,D002; D004; D006; D007; D008; D009; D010; D011; D023; D024; D025; D026; D037; F006; F019; F032; F034; F035; K001,105193.0152,group0/waste-manifests-page814.pdf
815,WID003967148,ONYX ENVIRONMENTAL SERVICES,W124 N9451 BOUNDARY ROAD,MENOMONEE FALLS,WI,53051,43.159699,-88.064289,ACID COMPOUNDS,D002; D004; D006; D007; D008; D009; D011,1,group0/waste-manifests-page815.pdf
816,ME7170022019,PORTSMOUTH NAVAL SHIPYARD,CODE 106.32 BLDG 357,KITTERY,ME,3904,43.090835,-70.736914,PLATING SOLUTION,D002; D004; D006; D007; D008; D010,6748.6608,group0/waste-manifests-page816.pdf
817,MAD047075734,"GEOCHEM, INC. D/B/A JET-LINE OF LOWELL",263 HOWARD STREET,LOWELL,MA,1852,42.632857,-71.313814,ALKALINE LIQUID,D002; D004; D006; D007; D010; D011; F003,86403.996,group0/waste-manifests-page817.pdf
818,ME7170022019,PORTSMOUTH NAVAL SHIPYARD,CODE 106.32 BLDG 357,KITTERY,ME,3904,43.090835,-70.736914,"HYPO SOLUTION, ALKALINE",D002; D004; D006; D011,965.2608,group0/waste-manifests-page818.pdf
819,NJD002200046,"CYCLE CHEMICAL, INC.",217 SOUTH 1ST STREET,ELIZABETH,NJ,7206,40.644691,-74.19403,ACID LIQUIDS,D002; D004; D007,1,group0/waste-manifests-page819.pdf
820,NCD980842132,ECOFLO INC,2750 PATTERSON STREET,GREENSBORO,NC,27407,36.05813,-79.837126,ACID WASTE,D002; D004; D007; D009; D011,548.856,group0/waste-manifests-page820.pdf
821,ME7170022019,PORTSMOUTH NAVAL SHIPYARD,CODE 106.32 BLDG 357,KITTERY,ME,3904,43.090835,-70.736914,ETHANOLAMINE,D002; D004; D007; D010,428.1984,group0/waste-manifests-page821.pdf
822,OHD066060609,CHEMTRON CORPORATION,35850 SCHNEIDER COURT,AVON,OH,44011,41.47155,-82.016797,CORR LIQ ACIDIC,D002; D004; D007; D010; D011,1,group0/waste-manifests-page822.pdf
823,OHD066060609,CHEMTRON CORPORATION,35850 SCHNEIDER COURT,AVON,OH,44011,41.47155,-82.016797,CORR LIQ ACIDIC,D002; D004; D007; D010; D011,1,group0/waste-manifests-page823.pdf
824,OHD066060609,CHEMTRON CORPORATION,35850 SCHNEIDER COURT,AVON,OH,44011,41.47155,-82.016797,CORR LIQ ACIDIC,D002; D004; D007; D010; D011,1,group0/waste-manifests-page824.pdf
825,OHD066060609,CHEMTRON CORPORATION,35850 SCHNEIDER COURT,AVON,OH,44011,41.47155,-82.016797,CORR LIQ ACIDIC,D002; D004; D007; D010; D011,1,group0/waste-manifests-page825.pdf
826,OHD066060609,CHEMTRON CORPORATION,35850 SCHNEIDER COURT,AVON,OH,44011,41.47155,-82.016797,CORR LIQ ACIDIC,D002; D004; D007; D010; D011,1,group0/waste-manifests-page826.pdf
827,NCD980842132,ECOFLO INC,2750 PATTERSON STREET,GREENSBORO,NC,27407,36.05813,-79.837126,NITRIC ACID SOLUTION,D002; D004; D008,725.76,group0/waste-manifests-page827.pdf
828,PAD067098822,CYCLE CHEM OF LEWISBERRY INC,550 INDUSTRIAL DRIVE,LEWISBERRY,PA,17339,40.167765,-76.8389,ALKALINE LIQUIDS,D002; D004; P012,1,group0/waste-manifests-page828.pdf
829,NYD082785429,CHEMICAL POLLUTION CONTROL INC,120 SOUTH FOURTH STREET,BAY SHORE,NY,11706,40.762624,-73.291385,"CORROSIVE LIQUID, BASIC, INORGANIC",D002; D005,370.5912,group0/waste-manifests-page829.pdf
830,ME7170022019,PORTSMOUTH NAVAL SHIPYARD,CODE 106.32 BLDG 357,KITTERY,ME,3904,43.090835,-70.736914,INORGANIC ACID,D002; D005; D006; D007; D008; D009; D010,1654.7328,group0/waste-manifests-page830.pdf
831,OHD066060609,CHEMTRON CORPORATION,35850 SCHNEIDER COURT,AVON,OH,44011,41.47155,-82.016797,CORR LIQ ACIDIC,D002; D005; D006; D007; D008; D010,1,group0/waste-manifests-page831.pdf
832,PAD085690592,REPUBLIC ENVIRONMENTAL SYSTEMS,2869 SANDSTONE DRIVE,HATFIELD,PA,19440,40.291275,-75.284436,WASTE CORROSIVE LIQUID,D002; D005; D006; D007; D008; D011; U123; U134,321.6024,group0/waste-manifests-page832.pdf
833,WVD981107600,"AMERICAN ENVIRONMENTAL SERVICES, INC.",1750 MORGANTOWN INDUSTRIAL PARK,MORGANTOWN,WV,26501,39.628759,-79.987507,"BATTERIES, WET, FILLED WITH ALKALI",D002; D005; D006; D009,635.04,group0/waste-manifests-page833.pdf
834,MAD019371079,GENERAL CHEMICAL CORPORATION,138 LELAND STREET,FRAMINGHAM,MA,1702,42.271386,-71.400123,ORGANIC ACIDS,D002; D005; D006; D009; D011,1,group0/waste-manifests-page834.pdf
835,NCD980842132,ECOFLO INC,2750 PATTERSON STREET,GREENSBORO,NC,27407,36.05813,-79.837126,CHROME SLUDGE,D002; D005; D007; D008,907.2,group0/waste-manifests-page835.pdf
836,MAD019371079,GENERAL CHEMICAL CORPORATION,138 LELAND STREET,FRAMINGHAM,MA,1702,42.271386,-71.400123,50% CAUSTIC LIQUIDS,D002; D005; D007; D008,1,group0/waste-manifests-page836.pdf
837,MAD047075734,"GEOCHEM, INC. D/B/A JET-LINE OF LOWELL",263 HOWARD STREET,LOWELL,MA,1852,42.632857,-71.313814,INORGANIC ACID,D002; D005; D007; D008; D011,1995.84,group0/waste-manifests-page837.pdf
838,NYD049178296,RADIAC RESEARCH CORP.,33 S 1ST STREET,BROOKLYN,NY,11211,40.71528,-73.965564,"WASTE TOXIC SOLID, ORGANIC",D002; D005; D007; D008; D011; D022; D040; F003; U188,3592.512,group0/waste-manifests-page838.pdf
